Rol,Caratulado,Fecha Sentencia,Materia,Submateria,Descriptores,Sala,Resultado Recurso,Tipo Recurso,Enlace Sentencia
Rol: 22026-2019,Caratulado: CECILIA AGUERO RAMIREZ Y OTROS CON COMISION DE EVALUACION AMBIENTAL LOS RIOS (A),Fecha sentencia: 27-01-2021,Admisibilidad del recurso de casación en el fondo,Resoluciones susceptibles de casación en el fondo,"Bien nacional de uso público, Principio de coordinación, Principio de participación ciudadana, Reglas de la sana crítica, Valoración de la prueba, Principio de razón suficiente, Admisibilidad del recurso de casación en el fondo, Falta de legitimación activa, Admisibilidad del recurso de casación en la forma, Resoluciones susceptibles de recurso de casación en la forma, Ingreso al Sistema de Evaluación de Impacto Ambiental (SEIA), Resoluciones susceptibles de recurso de casación en el fondo, Reclamo contra resolución administrativa, Construcción de estacionamientos subterráneos","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: INADMISIBLES RECURSOS DE CASACIÓN FORMA Y FONDO(M),Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?sccs
Rol: 2675-2020,Caratulado: MONSALVES FUENTES LUIS ALONSO CON CELULOSA ARAUCO Y CONSTITUCION S.A. **,Fecha sentencia: 26-01-2021,Daño ambiental,Existencia del daño,"Sana crítica, Falta de legitimación activa, Falta de legitimación pasiva, Daño ambiental, Falta de prueba, Emisiones a la atmósfera, Descarga de riles, Artículo 17 n°2 de la ley 20.600, Artículo 53 de la ley 19.300, Existencia del daño, Presunción de responsabilidad","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZADAS CASACIÓN FORMA Y FONDO (M),Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?folr
Rol: 11558-2019,Caratulado: SINDICATO DE TRABAJADORES INDEPENDIENTES DE PESCADORES ARTESANALES MERLUCEROS Y AFINES CALETA LO ROJAS DE CORONEL Y OTROS CON CELULOSA ARAUCO Y CONSTITUCION S.A. PLANTA HORCONES S.A. (A) **,Fecha sentencia: 26-01-2021,Daño ambiental,Existencia del daño,"Sana crítica, Falta de legitimación activa, Falta de legitimación pasiva, Daño ambiental, Malos olores, Derrame, Recursos hidrobiológicos, Falta de prueba, Derecho ambiental, Emisiones a la atmósfera, Especies hidrobiológicas, Descarga de riles, Artículo 17 n°2 de la ley 20.600, Artículo 53 de la ley 19.300, Existencia del daño, Presunción de responsabilidad","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZADAS CASACIÓN FORMA Y FONDO (M),Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?folq
Rol: 8573-2019,Caratulado: JARA ALARCON LUIS CON SERVICIO DE EVALUACION AMBIENTAL (A),Fecha sentencia: 13-01-2021,Sistema de Evaluación de impacto ambiental (SEIA),Participación ciudadana/consulta indígena,"Consulta indígena, Comité de Ministros, Derecho ambiental, Participación ciudadana, Reclamación de participación ciudadana en el SEIA","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: SENTENCIA DE REEMPLAZO (M),Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?hylp
Rol: 8573-2019,Caratulado: JARA ALARCON LUIS CON SERVICIO DE EVALUACION AMBIENTAL (A),Fecha sentencia: 13-01-2021,Sistema de Evaluación de impacto ambiental (SEIA),Participación ciudadana/consulta indígena,"Consulta indígena, Principio de participación ciudadana, Derecho ambiental, Reclamación de participación ciudadana en el SEIA, Agua subterránea","Sala: TERCERA, CONSTITUCIONAL","Resultado recurso: ACOGIDA CASACIÓN FONDO, ANULADA SENTENCIA DE (M)",Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?dac0
Rol: 43799-2020,Caratulado: SERVICIO DE EVALUACION AMBIENTAL CON IBBA (A),Fecha sentencia: 28-12-2020,Sistema de Evaluación de impacto ambiental (SEIA),Consulta de pertinencia,"Potestad invalidatoria, Revisión de oficio, Derecho ambiental, Consulta de pertinencia, Reclamación en contra de una invalidación ambiental","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZA CASACION EN EL FONDO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?fdwx
Rol: 59503-2020,Caratulado: ESPINOZA/EMPRESA ELECTRICA CAREN S.A,Fecha sentencia: 11-12-2020,Admisibilidad del recurso de casación en el fondo,Manifiesta falta de fundamentos,"Manifiesta falta de fundamento, Admisibilidad del recurso de casación en el fondo, Central Hidroeléctrica, Admisibilidad del recurso de casación en la forma, Daño ambiental, Obras hidráulicas, Falta de prueba, Derecho ambiental, Características del daño, Existencia del daño, Presunción de responsabilidad, Cauce de río, Erosión del suelo, Daño ambiental no significativo, Causales del recurso de casación en la forma","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: INADMISIBLE CASACIÓN FORMA; RECHAZA CASACIÓN EN EL FONDO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?een4
Rol: 50346-2020,Caratulado: LABRÍN/FISCO DE CHILE (MOP),Fecha sentencia: 17-11-2020,Admisibilidad del recurso de casación en el fondo,Manifiesta falta de fundamentos,"Manifiesta falta de fundamento, Normas reguladoras de la prueba, Recurso de casación en el fondo, Sana crítica, Examen de admisibilidad del recurso de casación en la forma, Daño ambiental, Falta de prueba, Derecho ambiental, Competencia del Tribunal Ambiental","Sala: TERCERA, CONSTITUCIONAL","Resultado recurso: INADMISIBLE CASACIÓN FORMA, RECHAZADA CASACIÓN FONDO",Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?deam
Rol: 29062-2019,Caratulado: INMOBILIARIA TORO MAZZOTE CON SUPERINTENDENCIA DEL MEDIO AMBIENTE (A),Fecha sentencia: 03-11-2020,Potestad sancionadora y fiscalizadora,Multa,"Reglas de la sana crítica, Superintendencia del medio ambiente (sma), Derecho ambiental, Elusión del Sistema de Evaluación de Impacto Ambiental, Inicio de ejecución","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZADAS CASACIÓN FORMA Y FONDO,Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?dogi
Rol: 24001-2019,Caratulado: ADOLFO DEL TRANSITO BARRAZA Y OTROS CON SERVICIO DE EVALUACION AMBIENTAL (A),Fecha sentencia: 19-10-2020,Admisibilidad del recurso de casación en el fondo,Resoluciones susceptibles de casación en el fondo,"Examen de admisibilidad del recurso de casación en el fondo, Examen de admisibilidad del recurso de casación en la forma, Central Hidroeléctrica, Falta de legitimación activa, Derecho ambiental, Invalidación de resolución de calificación ambiental, Invalidación impropia, Tercero absoluto, Inadmisibilidad casación, Resolución no susceptible de recurso de casación en la forma, Resolución no susceptible de recurso de casación en el fondo","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: INADMISIBLES RECURSOS DE CASACIÓN FORMA Y FONDO,Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?g66n
Rol: 43798-2020,Caratulado: SUPERINTENDENCIA DEL MEDIO AMBIENTE/VELÁSQUEZ,Fecha sentencia: 14-10-2020,Admisibilidad del recurso de casación en el fondo,Resoluciones susceptibles de casación en el fondo,"Formulación de cargos, Examen de admisibilidad del recurso de casación en el fondo, Examen de admisibilidad del recurso de casación en la forma, Falta de decisión del asunto controvertido, Naturaleza jurídica de la resolución impugnada, Derecho ambiental, Inadmisibilidad casación, Resolución no susceptible de recurso de casación en la forma, Procedimiento adminsitrativo sancionatorio, Competencia superintendencia de medio ambiente (sma), Resolución no susceptible de recurso de casación en el fondo","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: INADMISIBLES RECURSOS DE CASACIÓN FORMA Y FONDO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?dxw0
Rol: 7785-2019,Caratulado: ALDUNATE HERRERA OSCAR ARMANDO Y OTRO CON DIRECTOR EJECUTIVO DEL SERVICIO DE EVALUACION AMBIENTAL (A),Fecha sentencia: 07-08-2020,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Procedimiento administrativo, Acto intermedio o de trámite, Sistema de Evaluación de Impacto Ambiental (SEIA), Reclamación en contra de sanción Comisión de Evaluación Ambiental o Director Ejecutivo, Revisión de la Resolución de calificación ambiental (RCA), Improcedencia de recursos, Invalidación","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZADAS CASACIÓN FORMA Y FONDO,Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?hyls
Rol: 20909-2020,Caratulado: CORPORACIÓN PRIVADA PARA EL DESARROLLO DE AYSÉN/SERVICIO DE EVALUACION AMBIENTAL ARAUCANIA,Fecha sentencia: 28-07-2020,Admisibilidad del recurso de casación en el fondo,Manifiesta falta de fundamentos,"Congruencia, Manifiesta falta de fundamento, Recurso de protección, Sana crítica, Ultra petita, Admisibilidad del recurso de casación en la forma, Tercero coadyuvante, Hechos no configuran la causal invocada, Rechazo por manifiesta falta de fundamento, Sistema de Evaluación de Impacto Ambiental (SEIA), Laguna Salitrosa, Sitio priotario, Inexistencia de vulneración a las normas reguladoras de la prueba, Infracción a la sana crítica, Reclamación en contra de una invalidación ambiental, Disconformidad con la valoración de la prueba, Falta de congruencia, Real academia de la lengua española (rae), Invalidación, Recurso denuncia infracción de norma reglamentaria, Procedimiento de evaluación de impacto ambiental retrotraído","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: INADMISIBLE CASACIÓN FORMA; RECHAZA CASACIÓN FONDO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?c8t9
Rol: 29521-2019,Caratulado: JUNTA DE VECINOS UNION DE LAS PALMAS CON SERVICIO EVALUACION AMBIENTAL,Fecha sentencia: 22-07-2020,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Expropiación, Presunción de legalidad, Proceso de licitación, Condena en costas, Sistema de Evaluación de Impacto Ambiental (SEIA), Ministro de Obras Públicas (MOP), Hechos establecidos por los jueces del fondo son inamovibles, Superintendencia del Medio Ambiente, Reclamo contra resolución administrativa, Inicio de ejecución, Caducidad del proyecto, Plan de desarrollo social","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZA CASACION EN EL FONDO,Tipo recurso: (CIVIL) CASACIÓN FONDO,https://juris.pjud.cl/busqueda/u?gori
Rol: 10300-2019,Caratulado: HIDROELECTRICA ROBLERIA SPA (HR) CON SUPERINTENDENCIA DE MEDIO AMBIENTE (A),Fecha sentencia: 30-06-2020,Nulidad procesal,De oficio,"Acto administrativo, Medidas cautelares, Reclamo de ilegalidad, Servicio de evaluación ambiental (SEA), Plazo de caducidad, Central Hidroeléctrica, Superintendencia del medio ambiente (sma), Ingreso al Sistema de Impacto Ambiental (SEIA), Nulidad procesal de oficio, Superintendencia del Medio Ambiente, Construcción de acueducto, Medida provisional","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: INVALIDADA DE OFICIO,Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?ex2d
Rol: 28886-2019,Caratulado: COMUNIDAD INDIGENA MAPUCHE HUILICHE WEICHAN MAPU CON DIRECTOR EJECUTIVO DEL SERVICIO DE EVALUACION AMBIENTAL,Fecha sentencia: 19-06-2020,Admisibilidad del recurso de casación en el fondo,Resoluciones susceptibles de casación en el fondo,"Consulta indígena, Legitimación activa, Servicio de evaluación ambiental (SEA), Comunidad indígena, Admisibilidad del recurso de casación en el fondo, Admisibilidad del recurso de casación en la forma, Decisión del asunto controvertido, Agotamiento de la vía administrativa, Procedimiento de participación ciudadana, Reclamación ante Tribunal Ambiental, Parque eólico, Resoluciones susceptibles de recurso de casación en el fondo, Causal improcedente en juicio regido por leyes especiales","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: INADMISIBLES RECURSOS DE CASACIÓN FORMA Y FONDO,Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?ig9q
Rol: 28195-2018,Caratulado: COMUNIDAD INDIGENA ATACAMEÑA DE SAN FRANCISCO DE CHIU CHIU CON COMITE DE MINISTROS. (A),Fecha sentencia: 16-06-2020,Sistema de Evaluación de impacto ambiental (SEIA),Participación ciudadana/consulta indígena,"Observaciones, Principio de conservación, Principio de legalidad, Comunidad indígena, Sistema de evaluación de impacto ambiental, Corporación Nacional de Desarrollo Indígena (CONADI), Servicio de Evaluación Ambiental, Resolución de Calificación Ambiental (RCA), Comité de Ministros, Consejo de Monumentos Nacionales (CMN), Artículo 17 n°6 de la ley 20.600, Estudio de impacto ambiental (EIA), Comunidad Atacameña, Adendas, Área de desarrollo Indígena, Director ejecutivo, Fracking, Informe consolidado de solicitudes de aclaraciones, rectificaciones y/o ampliaciones de la autoridad (icsara), Laguna Legal, Línea de Base de Salud, Medidas de mitigación y compensación, Mina a tajo abierto, Paisaje de Turismo, Participación Ambiental Ciudadana (PAC), Plan de manejo arqueológico, Proceso de Consulta Indígena (PCI), No indica forma en que se infringen las normas","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZA CASACION EN EL FONDO,Tipo recurso: (CIVIL) CASACIÓN FONDO,https://juris.pjud.cl/busqueda/u?dac1
Rol: 33337-2019,Caratulado: COLEGIO MEDICO DE CHILE A G ANTOFAGASTA CON SERVICIO DE EVALUACION AMBIENTAL,Fecha sentencia: 15-06-2020,Admisibilidad del recurso de casación en el fondo,Manifiesta falta de fundamentos,"Recurso de reclamación, Reglas de la sana crítica, Silencio administrativo negativo, Admisibilidad del recurso de casación en el fondo, Plazo para invalidación administrativa, Admisibilidad del recurso de casación en la forma, Rechazo por manifiesta falta de fundamento, Resolución de Calificación Ambiental (RCA), Cómputo de plazo recurso de reclamación, Invalidación de acto administrativo, Concentrado de cobre, Procedimiento de participación ciudadana, Reclamación ante Tribunal Ambiental, Sistemas de vida y costumbres de grupos humanos, Hechos establecidos por los jueces del fondo son inamovibles, Alegaciones contradictorias, Ausencia de influencia sustancial en lo dispositivo del fallo, Proceso de evaluación ambiental, Colegio Médico de Chile","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: INADMISIBLE CASACIÓN FORMA; RECHAZA CASACIÓN FONDO,Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?ehpw
Rol: 8737-2018,Caratulado: STIPICIC ESCAURIAZA ANA PILAR CON DIRECTOR EJECUTIVO SERVICIO EVALUACION AMBIENTAL (A),Fecha sentencia: 12-03-2020,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Competencia, Valoración de la prueba, Ultra petita, Plazo de interposición del recurso, Resolución de Calificación Ambiental (RCA), Sistema de Evaluación de Impacto Ambiental (SEIA), Tribunal Ambiental, Derecho ambiental, Artículo 17 n°8 de la ley 20.600, Director Ejecutivo del Servicio de Evaluación Ambiental (SEA), Invalidación facultad, Invalidación impropia, Mina Invierno S.A., Naturaleza de la acción, Reclamación en contra de la invalidación ambiental","Sala: TERCERA, CONSTITUCIONAL","Resultado recurso: ACOGIDA CASACIÓN FONDO, ANULADA SENTENCIA DE (M)",Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?ehpz
Rol: 8737-2018,Caratulado: STIPICIC ESCAURIAZA ANA PILAR CON DIRECTOR EJECUTIVO SERVICIO EVALUACION AMBIENTAL (A),Fecha sentencia: 12-03-2020,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Ley de bases de los procedimientos administrativos, Sistema de Evaluación de Impacto Ambiental (SEIA), Plazo de 30 días, Derecho de opción a la vía administrativa o de la vía judicial, Reclamación revisión de RCA del titular o directamente afectado, Gestiones realizadas fuera de plazo, Invalidación","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: SENTENCIA DE REEMPLAZO (M),Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?hylt
Rol: 23085-2018,Caratulado: FARÍAS PIÑA BELISARIO ANTONIO CON DIRECTORA REGIONAL DEL SERVICIO DE EVALUACIÓN AMBIENTAL (RES.EX.N°584/2016). (A),Fecha sentencia: 09-03-2020,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Resolución de Calificación Ambiental (RCA), Sistema de Evaluación de Impacto Ambiental (SEIA), Derecho ambiental, Artículo 17 n°8 de la ley 20.600, Director Ejecutivo del Servicio de Evaluación Ambiental (SEA), Naturaleza de la resolución reclamada, Observaciones ciudadanas, Proyecto Centro Logístico Puerto Viluco, Reclamación en contra de la invalidación ambiental, Sociedad Puerto Viluco S.A.","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZA CASACION EN EL FONDO,Tipo recurso: (CIVIL) CASACIÓN FONDO,https://juris.pjud.cl/busqueda/u?hylu
Rol: 12928-2018,Caratulado: ROSSELOT MORA CRISTIAN EDUARDO CON SUPERINTENDENCIA DEL MEDIO AMBIENTE. (A),Fecha sentencia: 06-03-2020,Potestad sancionadora y fiscalizadora,Multa,"Denuncia, Denunciante, Fiscal instructor, Ilegalidad, Interesado, Procedimiento sancionatorio, Superintendencia del medio ambiente (sma), Superior jerárquico, Interés, Tercero coadyuvante, Derecho ambiental, Interés colectivo, Acreditar intereses y derechos, Actos trámites no son impugnables, Artículo 17 n°3 de la ley 20.600, Artículo 56 de la ley 20.417, Cambios y mejoras de la operación minera en el Salar de Atacama, Cristian Rosselot Mora, Improcedencia recurso jerárquico, Improcedente recurso, Infracción Resolución de Calificación Ambiental, Reclamación en contra de una resolución de la SMA, Recurso Subsidiarios, Sanción y fiscalización, Segundo Tribunal Ambiental, SOQUIMICH Salar S.A.","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: SENTENCIA DE REEMPLAZO,Tipo recurso: (CIVIL) CASACIÓN FONDO,https://juris.pjud.cl/busqueda/u?e7hf
Rol: 12928-2018,Caratulado: ROSSELOT MORA CRISTIAN EDUARDO CON SUPERINTENDENCIA DEL MEDIO AMBIENTE. (A),Fecha sentencia: 06-03-2020,Potestad sancionadora y fiscalizadora,Multa,"Denuncia, Denunciante, Fiscal instructor, Ilegalidad, Interesado, Procedimiento sancionatorio, Superintendencia del medio ambiente (sma), Superior jerárquico, Interés, Tercero coadyuvante, Derecho ambiental, Interés colectivo, Acreditar intereses y derechos, Actos trámites no son impugnables, Artículo 17 n°3 de la ley 20.600, Artículo 56 de la ley 20.417, Cambios y mejoras de la operación minera en el Salar de Atacama, Cristian Rosselot Mora, Improcedencia recurso jerárquico, Improcedente recurso, Infracción Resolución de Calificación Ambiental, Reclamación en contra de una resolución de la SMA, Recurso Subsidiarios, Sanción y fiscalización, Segundo Tribunal Ambiental, SOQUIMICH Salar S.A.","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: ACOGIDA CASACIÓN FONDO,Tipo recurso: (CIVIL) CASACIÓN FONDO,https://juris.pjud.cl/busqueda/u?dvth
Rol: 20709-2018,Caratulado: JUNTA DE VECINOS PANITAO ALTO CAMINO LOS PINOS CON SUPERINTENDENCIA DEL MEDIO AMBIENTE (A),Fecha sentencia: 07-01-2020,Potestad sancionadora y fiscalizadora,Ingreso al sistema de evaluación de impacto ambiental (seia) establecido por superintendencia de medio ambiente (sma),"Recurso de reposición, Superintendencia del medio ambiente (sma), Puerto Montt, Derecho ambiental, Artículo 17 n°3 de la ley 20.600, Artículo 56 de la ley 20.417, Comité de Agua Potable Rural Trapén, Chinquihue Alto y Panitao, Conjunto habitacional Portal del Sur, Consulta de pertinencia, Denuncias ciudadanas, Empresa de Servicios Sanitarios San Isidro S.A., Fraccionamiento de proyecto, Inmobiliaria Pocuro SpA, Junta de Vecinos Panitao Alto Camino Los Pinis, Proyecto con Resolución de Calificación Ambiental Implementación de los Servicios de Agua Potable y Aguas Servidas del Sector Panitao, Proyecto de planta provisional de tratamiento de aguas servidas, Ranita de Darwin, Reclamación en contra de una resolución de la SMA, Requerimiento de ingreso al Sistema de Evaluación de Impacto Ambiental (SEIA), Rio Trapen, Sanción y fiscalización, Servicio de Evaluación Ambiental Región de Los Lagos, Tercer Tribunal Ambiental","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: ACOGIDA CASACIÓN FORMA,Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?gwpk
Rol: 20709-2018,Caratulado: JUNTA DE VECINOS PANITAO ALTO CAMINO LOS PINOS CON SUPERINTENDENCIA DEL MEDIO AMBIENTE (A),Fecha sentencia: 07-01-2020,Sistema de Evaluación de impacto ambiental (SEIA),Ingreso al sistema de evaluación de impacto ambiental (seia),"Recurso de reposición, Superintendencia del medio ambiente (sma), Puerto Montt, Derecho ambiental, Artículo 17 n°3 de la ley 20.600, Artículo 56 de la ley 20.417, Comité de Agua Potable Rural Trapén, Chinquihue Alto y Panitao, Conjunto habitacional Portal del Sur, Consulta de pertinencia, Denuncias ciudadanas, Empresa de Servicios Sanitarios San Isidro S.A., Fraccionamiento de proyecto, Inmobiliaria Pocuro SpA, Junta de Vecinos Panitao Alto Camino Los Pinis, Proyecto con Resolución de Calificación Ambiental Implementación de los Servicios de Agua Potable y Aguas Servidas del Sector Panitao, Proyecto de planta provisional de tratamiento de aguas servidas, Ranita de Darwin, Reclamación en contra de una resolución de la SMA, Requerimiento de ingreso al Sistema de Evaluación de Impacto Ambiental (SEIA), Rio Trapen, Sanción y fiscalización, Servicio de Evaluación Ambiental Región de Los Lagos, Tercer Tribunal Ambiental, Tercero Coadyuvante","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: SENTENCIA DE REEMPLAZO,Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?j0kf
Rol: 2025-2019,Caratulado: COMPAÑIA MINERA NEVADA SPA CON SERVICIO DE EVALUACION AMBIENTAL (A),Fecha sentencia: 06-01-2020,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Aguas superficiales, Consulta indígena, Interés legítimo, Junta de vigilancia, Sana crítica, Corporación Nacional de Desarrollo Indígena (CONADI), Contaminación, Calidad del agua, Resolución de Calificación Ambiental (RCA), Sistema de Evaluación de Impacto Ambiental (SEIA), Comité de Ministros, Derecho ambiental, Área de influencia, Artículo 17 n°5 de la ley 20.600, Artículo 25 quinquies de la ley 19.300, Cambio climático, Cambio sustantivo, Comisión de Evaluación Ambiental de la Región de Atacama, Comunidad Indígena Diaguita Patay Co, Comunidades diaguitas, Contaminantes, Convenio 169 de la Organización Internacional del Trabajo (OIT) sobre pueblos indígenas y tribales en países independientes, Directamente afectado, Incumpliento de Resolución de Calificación Ambiental, Línea de base, Participación ciudadana, Pascua Lama, Principio de participación, Proceso de información pública, Reclamación revisión de RCA del titular o directamente afectado, Revisión excepcional, Río Estrecho, Susceptibilidad de afectación directa, Variable ambiental, Variación sustantiva","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZADAS CASACIÓN FORMA Y FONDO,Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?c82r
Rol: 24870-2018,Caratulado: SOCIEDAD QUÍMICA Y MINERA DE CHILE S.A. CON SUPERINTENDENCIA DEL MEDIO AMBIENTE. (A),Fecha sentencia: 17-12-2019,Potestad sancionadora y fiscalizadora,Programa de cumplimiento,"Denuncia, Superintendencia del medio ambiente (sma), Tercero coadyuvante, Derecho ambiental, Acuíferos Pampa del Tamarugal, Área Industrial Nueva Victoria, Artículo 17 n°3 de la ley 20.600, Artículo 56 de la ley 20.417, Aumento de producción de yodo, Autorización provisoria inidónea, Bombeo de agua subterránea, Comunidad Indígena Aymara de Quillagua, Cristian Rosselot Mora, Desistimiento del recurso, Desnaturalizaba la herramienta de incentivo al cumplimiento, Estudio de impacto ambiental (EIA), Implementación de barrera hidráulica, Pampa Hermosa, Plan de Alerta Temprana, Plan de cumplimiento, Pozo Almonte, Principios de integridad y eficacia, Puquios del Salar de Llamara, Reclamación en contra de una resolución de la SMA, Salar de Llamara, Sanción y fiscalización, Segundo Tribunal Ambiental, Sociedad Química y Minera de Chile S.A. SQM, Sur Interregional, Tercero independiente","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZADAS CASACIÓN FORMA Y FONDO,Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?c82s
Rol: 25054-2019,Caratulado: JOSWE FUERRERO VENEGAS Y OTROS CON SERVICIO EVALUACION AMBIENTAL,Fecha sentencia: 16-12-2019,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Principio de participación ciudadana, Principio de impugnabilidad, Interés, Resolución de Calificación Ambiental (RCA), Sistema de Evaluación de Impacto Ambiental (SEIA), Derecho ambiental, Invalidación de acto administrativo, Consulta de pertinencia, Falta de perjuicio, Reclamación en contra de la invalidación ambiental, Servicio de Evaluación Ambiental de la Región de Antofagasta","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZA CASACION EN EL FONDO,Tipo recurso: (CIVIL) CASACIÓN FONDO,https://juris.pjud.cl/busqueda/u?hnu9
Rol: 7610-2019,Caratulado: INMOBILIARIA TORO MAZZOTE 115 SA/ SERVICIO EVALUACION AMBIENTAL (RES. EX. N° 1422 DE 13 DE DICIEMBRE 2016,Fecha sentencia: 06-12-2019,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Sana crítica, Término anticipado, Estacionamientos, Locales comerciales, Deber de coordinación, Gobierno Regional, Secretaría Regional Ministerial de Desarrollo Social, Inmobiliaria, Resolución de Calificación Ambiental (RCA), Sistema de Evaluación de Impacto Ambiental (SEIA), Construcción, Derecho ambiental, Adenda, Alteración de sistemas de vida y costumbres, Área de influencia, Artículo 17 n°5 de la ley 20.600, Artículo 20 de la ley 19.300, Bodegas, Comisión de Evaluación de la Región Metropolitana, Declaración de Impacto Ambiental (DIA), Departamentos habitacionales, Director Ejecutivo del Servicio de Evaluación Ambiental (SEA), Edificio, Estación Central, Fundamentos técnico ambientales, Impactos acumulativos, Medio humano, Obstrucción o restricción a la libre circulación, conectividad o el aumento significativo de los tiempos de desplazamiento, Organismo de la administración del Estado con competencia ambiental, Principio de la confianza legítima, Proyecto Toro Mazotte N° 115 S.A, Reclamación del titular en el SEIA, Secretaría Regional Ministerial de Vivienda y Urbanismo (SEREMI de Vivienda y Urbanismo), Inspeccción personal del tribunal","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: INADMISIBLE CASACIÓN FORMA; RECHAZA CASACIÓN FONDO,Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?c7fu
